ProductID,ProductName,Category,Region,Country,Supplier,UnitPrice,Currency,StockQuantity,LastUpdated
261,Soybean,Oilseeds,Asia,Thailand,SweetHarvest,447.88,EUR,430,2025-02-18 00:58:39
262,Tea,Beverages,Europe,China,BioAgro Ltd,983.92,USD,2338,2025-08-11 17:50:46
263,Yogurt,Dairy,Oceania,Indonesia,AgroPalm Corp,1991.74,USD,3527,2025-02-12 12:20:45
264,Rice,Grains,Asia,Brazil,AgroPalm Corp,1148.18,USD,2195,2025-06-01 03:04:14
265,Grapes,Fruits,Europe,USA,Mediterraneo S.A.,1275.18,EUR,3336,2025-03-10 20:25:38
266,Olive Oil,Processed,Europe,USA,ThaiAgri Export,1796.66,INR,2366,2025-01-25 07:17:08
267,Sugar,Processed,North America,Australia,ChocoTrade Ltd,836.84,INR,3409,2025-08-10 04:49:20
268,Flour,Processed,North America,France,BioAgro Ltd,1106.45,INR,3882,2025-02-17 14:00:28
269,Broccoli,Vegetables,Africa,South Africa,ThaiAgri Export,1181.02,USD,3949,2024-12-24 15:32:34
270,Sugar,Processed,South America,Ghana,AgroPalm Corp,1130.13,EUR,870,2024-12-23 11:05:09
271,Orange,Fruits,North America,Italy,DairyWorld,682.3,EUR,875,2025-07-11 23:14:52
272,Grapes,Fruits,Africa,Spain,BioAgro Ltd,322.05,INR,3455,2025-10-16 06:17:59
273,Soybean,Oilseeds,Asia,Italy,SweetHarvest,1509.27,INR,218,2025-08-09 11:59:00
274,Mango,Fruits,Oceania,Brazil,AgroGlobal,326.14,USD,1295,2025-08-06 08:23:07
275,Sunflower Oil,Oilseeds,Europe,Indonesia,ChocoTrade Ltd,509.3,USD,817,2025-01-22 01:48:44
276,Cheddar Cheese,Dairy,Oceania,Spain,SweetHarvest,1594.76,USD,1806,2025-10-02 01:49:35
277,Onion,Vegetables,South America,South Africa,DairyWorld,1700.3,EUR,130,2025-03-30 22:35:56
278,Olive Oil,Processed,Asia,South Africa,VeggieCorp,612.01,USD,4359,2025-06-08 00:18:47
279,Tomato,Vegetables,Oceania,Australia,DairyWorld,585.8,INR,3577,2025-04-28 23:50:47
280,Soft Drink,Beverages,South America,Mexico,ThaiAgri Export,1055.2,INR,1312,2025-04-28 20:31:58
281,Soft Drink,Beverages,Oceania,Indonesia,AgroGlobal,597.37,EUR,4064,2025-06-06 19:07:31
282,Canola,Oilseeds,Oceania,Ghana,Mediterraneo S.A.,147.14,INR,1833,2025-10-12 10:02:20
283,Potato,Vegetables,Asia,Indonesia,DairyWorld,1524.26,EUR,4474,2025-04-16 07:45:28
284,Broccoli,Vegetables,North America,Australia,VeggieCorp,134.0,USD,3296,2025-11-15 08:54:50
285,Mango,Fruits,North America,Ghana,Fromage Global,1596.99,INR,3783,2025-07-03 11:48:15
286,Flour,Processed,Africa,USA,Mediterraneo S.A.,1972.09,EUR,2830,2025-08-15 02:59:12
287,Butter,Dairy,Asia,Indonesia,FruitEx Intl,797.5,INR,693,2025-11-01 14:57:48
288,Orange,Fruits,South America,USA,VeggieCorp,1266.23,INR,645,2025-08-16 06:26:01
289,Apple,Fruits,Asia,USA,ChocoTrade Ltd,648.65,INR,3447,2025-09-13 20:12:22
290,Sunflower Oil,Oilseeds,North America,South Africa,Mediterraneo S.A.,1961.12,USD,3819,2025-09-23 18:19:20
291,Orange,Fruits,Europe,South Africa,AgroGlobal,654.22,INR,430,2025-08-18 07:08:41
292,Soft Drink,Beverages,Asia,India,VeggieCorp,656.25,EUR,3125,2025-08-01 04:09:57
293,Cheddar Cheese,Dairy,North America,South Africa,FruitEx Intl,874.48,EUR,3804,2025-07-13 23:49:45
294,Banana,Fruits,Asia,France,FruitEx Intl,1877.67,EUR,3892,2025-04-25 16:43:18
295,Mango,Fruits,Oceania,South Africa,ChocoTrade Ltd,803.4,USD,3866,2025-01-07 06:11:17
296,Barley,Grains,Asia,China,DairyWorld,1854.07,EUR,3784,2025-03-31 14:20:17
297,Oats,Grains,Asia,Brazil,VeggieCorp,1059.76,EUR,958,2025-08-04 19:32:04
298,Orange,Fruits,South America,China,BioAgro Ltd,398.15,INR,1398,2025-10-26 20:25:27
299,Mango,Fruits,Asia,Mexico,FruitEx Intl,770.69,USD,3054,2025-02-12 15:30:37
300,Milk Powder,Dairy,Oceania,South Africa,AgriFoods Inc,399.6,EUR,3448,2025-08-16 00:12:43
301,Cocoa Powder,Processed,Africa,South Africa,SweetHarvest,187.12,EUR,2958,2025-10-23 01:07:37
302,Orange Juice,Beverages,Oceania,USA,DairyWorld,1342.07,USD,892,2025-05-27 14:22:27
303,Palm Oil,Oilseeds,South America,Ghana,FruitEx Intl,1254.69,INR,1709,2024-12-14 07:00:29
304,Onion,Vegetables,Europe,Indonesia,BeverageWorld,982.67,INR,409,2025-04-17 05:17:41
305,Mango,Fruits,Africa,Thailand,ChocoTrade Ltd,1546.18,INR,2924,2025-02-06 16:20:45
306,Soybean,Oilseeds,Europe,Brazil,DairyWorld,1543.57,INR,1662,2025-11-03 04:04:10
307,Broccoli,Vegetables,Europe,Italy,SweetHarvest,1074.62,INR,1444,2025-01-14 14:27:59
308,Sunflower Oil,Oilseeds,Europe,Australia,VeggieCorp,900.57,INR,2625,2025-07-16 23:19:16
309,Mango,Fruits,North America,Thailand,BioAgro Ltd,1335.02,INR,356,2025-08-17 15:12:53
310,Soybean,Oilseeds,Europe,Italy,AgriFoods Inc,1621.81,INR,3324,2025-09-13 08:01:40
311,Broccoli,Vegetables,Oceania,Indonesia,BeverageWorld,861.59,INR,125,2025-01-01 03:06:12
312,Palm Oil,Oilseeds,Oceania,Italy,DairyWorld,1415.63,EUR,2445,2025-11-14 16:21:43
313,Onion,Vegetables,North America,USA,DairyWorld,1616.02,INR,1595,2025-10-06 05:16:41
314,Sunflower Oil,Oilseeds,Oceania,France,ChocoTrade Ltd,301.75,USD,4375,2025-06-27 05:56:06
315,Carrot,Vegetables,Europe,Indonesia,ChocoTrade Ltd,1784.85,USD,4082,2025-11-18 15:21:31
316,Coffee,Beverages,Oceania,Brazil,FruitEx Intl,1219.28,INR,1502,2025-07-01 13:47:34
317,Barley,Grains,Asia,South Africa,DairyWorld,193.56,USD,4666,2025-03-13 07:30:50
318,Orange,Fruits,North America,France,Mediterraneo S.A.,187.09,INR,4332,2025-06-23 06:05:07
319,Sunflower Oil,Oilseeds,Oceania,Brazil,BioAgro Ltd,131.49,USD,2700,2025-04-19 06:01:52
320,Apple,Fruits,Europe,India,AgroPalm Corp,382.01,USD,3585,2025-05-10 03:20:47
321,Apple Juice,Beverages,Oceania,South Africa,BioAgro Ltd,927.0,INR,2202,2025-09-11 07:32:55
322,Sugar,Processed,North America,USA,Mediterraneo S.A.,463.81,USD,1181,2025-03-17 22:49:54
323,Rice,Grains,South America,Spain,AgroGlobal,443.91,INR,2642,2024-12-16 16:03:54
324,Orange,Fruits,South America,Indonesia,BeverageWorld,606.8,EUR,3607,2024-11-29 09:33:20
325,Soft Drink,Beverages,Asia,Brazil,SweetHarvest,1577.62,INR,1244,2025-06-17 16:09:52
326,Milk Powder,Dairy,Asia,Brazil,AgriFoods Inc,1334.09,INR,106,2025-10-17 23:40:47
327,Onion,Vegetables,Oceania,Indonesia,VeggieCorp,1583.3,EUR,1202,2025-09-03 04:25:44
328,Apple Juice,Beverages,Oceania,Thailand,FruitEx Intl,1773.85,INR,3439,2025-06-11 20:02:23
329,Yogurt,Dairy,Europe,China,BeverageWorld,681.79,USD,900,2025-11-03 05:13:56
330,Carrot,Vegetables,North America,China,Fromage Global,1695.94,INR,3111,2025-08-02 15:31:31
331,Butter,Dairy,Oceania,South Africa,BioAgro Ltd,857.59,USD,3395,2025-10-16 03:24:01
332,Banana,Fruits,South America,Mexico,Fromage Global,335.83,EUR,1358,2024-11-23 22:14:26
333,Canola,Oilseeds,Africa,Mexico,Mediterraneo S.A.,1178.36,INR,1711,2025-06-03 01:00:15
334,Potato,Vegetables,Africa,Australia,AgriFoods Inc,201.26,USD,1849,2025-02-04 20:18:52
335,Flour,Processed,Europe,Italy,AgroGlobal,534.3,EUR,2500,2025-02-09 17:57:02
336,Canola,Oilseeds,Oceania,Brazil,SweetHarvest,238.42,USD,481,2024-12-19 12:33:07
337,Soybean,Oilseeds,South America,Australia,VeggieCorp,561.04,INR,2944,2025-06-21 15:59:50
338,Carrot,Vegetables,Asia,France,BeverageWorld,335.18,USD,4444,2024-12-06 15:54:29
339,Carrot,Vegetables,Asia,Italy,BioAgro Ltd,1546.33,EUR,1996,2025-05-10 21:20:55
340,Sunflower Oil,Oilseeds,North America,Mexico,AgroPalm Corp,1741.26,EUR,3202,2025-10-01 12:03:37
341,Butter,Dairy,Asia,USA,ChocoTrade Ltd,731.91,USD,1290,2025-02-21 06:41:31
342,Corn,Grains,South America,India,VeggieCorp,971.55,EUR,2532,2025-08-27 17:25:35
343,Grapes,Fruits,Asia,Spain,AgriFoods Inc,1971.36,USD,4925,2025-09-30 00:05:03
344,Orange,Fruits,North America,Australia,BioAgro Ltd,993.5,INR,3548,2025-07-03 07:02:10
345,Apple Juice,Beverages,South America,Indonesia,AgriFoods Inc,461.29,INR,4541,2025-10-27 13:00:43
346,Carrot,Vegetables,Asia,France,FruitEx Intl,1371.25,EUR,4219,2025-11-16 00:37:40
347,Broccoli,Vegetables,Oceania,India,FruitEx Intl,177.0,EUR,2274,2025-07-09 15:30:13
348,Flour,Processed,South America,India,AgriFoods Inc,767.48,USD,3736,2025-06-09 20:34:59
349,Yogurt,Dairy,Africa,Spain,AgriFoods Inc,238.46,EUR,1210,2025-04-20 00:16:47
350,Palm Oil,Oilseeds,Europe,Italy,ChocoTrade Ltd,931.68,INR,2182,2025-04-20 16:28:31
351,Banana,Fruits,South America,India,BioAgro Ltd,1724.7,INR,4695,2025-01-21 19:52:17
352,Butter,Dairy,Asia,China,BeverageWorld,148.75,INR,3164,2025-08-07 23:06:33
353,Palm Oil,Oilseeds,Europe,Italy,FruitEx Intl,1474.25,USD,2463,2025-04-08 17:25:18
354,Orange,Fruits,Oceania,South Africa,AgroPalm Corp,963.64,INR,4866,2025-03-22 20:05:57
355,Barley,Grains,South America,India,ChocoTrade Ltd,992.44,INR,358,2025-07-24 13:37:08
356,Rice,Grains,North America,Italy,SweetHarvest,1190.03,EUR,3901,2025-11-02 08:43:29
357,Butter,Dairy,Africa,Mexico,ChocoTrade Ltd,354.25,INR,607,2024-12-12 12:57:31
358,Onion,Vegetables,Oceania,China,Mediterraneo S.A.,1720.37,USD,1114,2025-04-22 06:06:53
359,Canola,Oilseeds,South America,South Africa,ThaiAgri Export,580.35,USD,512,2025-01-13 05:59:49
360,Milk Powder,Dairy,Asia,USA,AgroPalm Corp,1419.53,EUR,1080,2025-04-30 13:39:01
361,Oats,Grains,Africa,Mexico,AgroPalm Corp,113.44,USD,346,2024-12-12 13:39:20
362,Apple,Fruits,Oceania,Thailand,BeverageWorld,1077.46,INR,4950,2025-10-30 04:04:44
363,Flour,Processed,Asia,France,AgroGlobal,1013.64,INR,922,2025-08-29 06:11:37
364,Sugar,Processed,Europe,Brazil,BioAgro Ltd,1032.35,INR,2385,2024-11-23 10:31:15
365,Onion,Vegetables,Asia,South Africa,FruitEx Intl,136.43,EUR,3881,2025-06-25 23:58:33
366,Palm Oil,Oilseeds,South America,Italy,ThaiAgri Export,1491.27,EUR,642,2025-10-04 04:49:53
367,Grapes,Fruits,Europe,Brazil,ThaiAgri Export,1072.73,EUR,424,2025-08-27 08:49:40
368,Apple,Fruits,North America,Ghana,SweetHarvest,1119.63,EUR,1750,2025-06-29 03:51:43
369,Rice,Grains,Oceania,Brazil,FruitEx Intl,329.39,EUR,1542,2025-05-01 16:37:57
370,Grapes,Fruits,Asia,Thailand,AgroPalm Corp,1982.51,EUR,1637,2025-06-10 05:05:04
371,Palm Oil,Oilseeds,Asia,USA,FruitEx Intl,1550.5,INR,2711,2025-06-14 21:27:12
372,Soft Drink,Beverages,South America,India,FruitEx Intl,1023.34,USD,3046,2025-01-17 08:46:45
373,Mango,Fruits,Africa,France,BioAgro Ltd,1823.48,INR,2586,2025-04-25 11:18:18
374,Sunflower Oil,Oilseeds,North America,Thailand,BioAgro Ltd,1009.06,USD,1835,2025-05-29 03:33:42
375,Oats,Grains,Asia,Indonesia,AgroGlobal,1346.57,USD,4652,2025-08-15 13:23:49
376,Apple,Fruits,Asia,USA,AgriFoods Inc,1447.88,USD,3622,2025-11-07 20:52:03
377,Flour,Processed,Oceania,Brazil,VeggieCorp,162.8,INR,1932,2024-12-09 18:19:06
378,Mango,Fruits,Europe,Mexico,VeggieCorp,1349.78,EUR,4975,2025-01-13 05:41:38
379,Coffee,Beverages,Europe,India,ChocoTrade Ltd,382.06,EUR,2705,2025-08-16 03:04:44
380,Apple,Fruits,South America,Mexico,AgroGlobal,210.88,INR,3948,2025-07-30 03:47:19
381,Canola,Oilseeds,Asia,Thailand,AgroPalm Corp,326.72,INR,3900,2025-09-30 09:08:46
382,Cheddar Cheese,Dairy,North America,Australia,SweetHarvest,252.33,USD,4982,2025-05-10 07:02:01
383,Palm Oil,Oilseeds,Asia,China,DairyWorld,140.11,USD,4585,2024-12-12 20:00:45
384,Broccoli,Vegetables,Africa,France,VeggieCorp,1632.56,USD,4317,2024-12-31 17:15:55
385,Potato,Vegetables,Africa,Indonesia,DairyWorld,384.98,USD,4006,2025-02-05 10:12:23
386,Butter,Dairy,Africa,Brazil,AgroGlobal,1001.92,INR,4276,2025-11-16 07:42:29
387,Soft Drink,Beverages,North America,Ghana,ChocoTrade Ltd,731.83,EUR,3064,2025-04-25 17:31:36
388,Broccoli,Vegetables,South America,Indonesia,AgriFoods Inc,1167.6,INR,1216,2025-09-23 19:12:15
389,Soft Drink,Beverages,Europe,Thailand,Mediterraneo S.A.,1751.14,EUR,4061,2025-11-17 14:29:52
390,Yogurt,Dairy,Oceania,France,VeggieCorp,425.07,INR,3008,2025-10-03 00:02:36
391,Canola,Oilseeds,Oceania,China,FruitEx Intl,1010.47,EUR,3640,2024-12-22 00:36:48
392,Yogurt,Dairy,North America,Ghana,AgroGlobal,972.08,USD,692,2025-03-14 10:19:40
393,Carrot,Vegetables,Asia,Spain,SweetHarvest,340.86,USD,1962,2025-02-18 04:29:45
394,Carrot,Vegetables,Oceania,Australia,Fromage Global,538.31,USD,101,2025-11-09 00:41:20
395,Carrot,Vegetables,Oceania,Spain,BeverageWorld,1930.13,EUR,3699,2025-04-16 16:32:06
396,Sugar,Processed,Oceania,South Africa,AgroGlobal,1576.89,INR,3313,2025-08-23 06:59:45
397,Orange Juice,Beverages,Europe,Indonesia,DairyWorld,529.79,USD,1481,2025-10-27 09:27:56
398,Cocoa Powder,Processed,Oceania,Italy,AgroPalm Corp,1954.24,USD,2971,2025-02-03 19:37:28
399,Potato,Vegetables,Africa,Thailand,ThaiAgri Export,800.67,INR,1228,2025-05-23 10:07:50
400,Cocoa Powder,Processed,Oceania,Italy,BioAgro Ltd,769.37,EUR,1094,2024-12-06 09:07:52
401,Grapes,Fruits,South America,USA,ThaiAgri Export,1011.98,EUR,598,2025-01-10 12:52:34
402,Oats,Grains,Asia,France,AgroGlobal,636.36,USD,4908,2025-01-18 22:15:40
403,Mango,Fruits,Oceania,Australia,BeverageWorld,1458.01,EUR,3452,2025-07-01 04:55:26
404,Tea,Beverages,Asia,Spain,AgroGlobal,1366.91,USD,4706,2025-06-12 08:19:30
405,Sunflower Oil,Oilseeds,North America,Italy,BeverageWorld,1707.88,INR,4023,2025-07-21 00:30:14
406,Soft Drink,Beverages,Africa,Brazil,FruitEx Intl,1675.56,USD,4228,2025-10-24 09:27:34
407,Potato,Vegetables,Europe,Indonesia,Mediterraneo S.A.,716.53,EUR,1278,2025-08-13 15:30:28
408,Orange Juice,Beverages,Oceania,Thailand,BioAgro Ltd,1467.5,EUR,3284,2025-02-20 13:47:12
409,Soybean,Oilseeds,Oceania,Ghana,Fromage Global,1372.53,EUR,3273,2025-10-28 22:45:34
410,Cocoa Powder,Processed,Africa,Indonesia,ChocoTrade Ltd,1000.19,EUR,3120,2025-10-25 01:49:53
411,Tea,Beverages,Europe,France,BioAgro Ltd,872.52,INR,1520,2025-06-09 23:00:22
412,Orange,Fruits,Oceania,Thailand,ChocoTrade Ltd,1074.56,INR,516,2025-03-15 00:13:28
413,Carrot,Vegetables,Africa,Ghana,DairyWorld,1352.25,EUR,865,2025-05-25 19:06:40
414,Apple,Fruits,South America,Indonesia,VeggieCorp,908.23,USD,3736,2025-03-03 05:24:52
415,Soybean,Oilseeds,North America,China,DairyWorld,1785.54,INR,1217,2025-01-26 10:43:55
416,Rice,Grains,Asia,Italy,AgroGlobal,1964.64,USD,4699,2025-03-23 15:16:59
417,Butter,Dairy,Oceania,China,ThaiAgri Export,1405.11,EUR,1234,2025-11-04 14:14:18
418,Cheddar Cheese,Dairy,North America,Australia,BioAgro Ltd,1337.35,USD,1950,2025-05-28 20:36:52
419,Cheddar Cheese,Dairy,Africa,Italy,AgroGlobal,1507.89,INR,4419,2025-03-13 11:22:04
420,Milk Powder,Dairy,South America,USA,Mediterraneo S.A.,339.32,EUR,4700,2025-01-13 00:35:36
421,Potato,Vegetables,Africa,Thailand,FruitEx Intl,1983.39,EUR,400,2025-07-30 03:25:54
422,Apple,Fruits,Oceania,Spain,VeggieCorp,593.35,INR,4683,2025-06-29 06:51:33
423,Canola,Oilseeds,North America,Brazil,SweetHarvest,594.93,INR,4640,2025-05-28 12:27:21
424,Orange,Fruits,South America,France,SweetHarvest,1145.82,USD,401,2025-04-02 12:10:28
425,Orange Juice,Beverages,Oceania,Italy,AgriFoods Inc,118.4,INR,1941,2025-03-20 23:30:30
426,Olive Oil,Processed,Asia,France,VeggieCorp,847.2,INR,1335,2025-02-03 13:43:28
427,Yogurt,Dairy,Africa,China,FruitEx Intl,779.26,USD,3514,2024-12-15 02:38:33
428,Wheat,Grains,Oceania,France,AgroPalm Corp,1857.79,USD,3319,2025-02-09 20:32:19
429,Butter,Dairy,Europe,India,ThaiAgri Export,1548.72,EUR,2423,2025-06-28 15:57:53
430,Wheat,Grains,North America,Ghana,AgroPalm Corp,345.11,EUR,4040,2025-01-29 12:30:21
431,Canola,Oilseeds,Europe,Indonesia,ThaiAgri Export,1952.72,EUR,1667,2025-01-18 23:47:45
432,Yogurt,Dairy,North America,Australia,ChocoTrade Ltd,670.35,USD,4760,2025-02-10 14:55:51
433,Grapes,Fruits,South America,Indonesia,DairyWorld,968.84,EUR,2689,2025-08-02 02:22:54
434,Onion,Vegetables,Oceania,India,BioAgro Ltd,1618.46,INR,3345,2025-06-08 03:10:07
435,Apple Juice,Beverages,North America,USA,AgroGlobal,300.24,INR,1879,2024-12-20 02:25:57
436,Carrot,Vegetables,Africa,China,SweetHarvest,822.66,EUR,175,2025-06-11 04:18:25
437,Apple Juice,Beverages,South America,China,AgriFoods Inc,1197.43,INR,1860,2025-07-16 18:35:37
438,Cocoa Powder,Processed,Africa,Thailand,AgroPalm Corp,134.08,INR,4059,2025-08-02 01:37:52
439,Butter,Dairy,Africa,China,Mediterraneo S.A.,1670.58,USD,1553,2025-06-25 08:18:16
440,Yogurt,Dairy,Africa,Australia,BioAgro Ltd,1555.84,EUR,1675,2025-01-16 11:24:09
441,Yogurt,Dairy,Africa,Spain,Mediterraneo S.A.,550.6,USD,4133,2025-10-05 22:45:22
442,Orange,Fruits,Africa,USA,Fromage Global,1510.79,EUR,4844,2025-11-02 08:57:27
443,Olive Oil,Processed,Asia,Thailand,BioAgro Ltd,1774.63,USD,2658,2025-09-03 03:24:02
444,Tea,Beverages,Oceania,Thailand,SweetHarvest,1792.04,USD,3477,2025-04-18 06:44:20
445,Mango,Fruits,Africa,USA,AgroGlobal,612.28,INR,3406,2025-06-03 08:16:53
446,Yogurt,Dairy,Europe,South Africa,VeggieCorp,311.46,EUR,3746,2025-07-13 07:13:39
447,Flour,Processed,Asia,Indonesia,Mediterraneo S.A.,164.46,INR,3202,2024-12-21 20:28:33
448,Tomato,Vegetables,Europe,France,BioAgro Ltd,281.51,EUR,524,2025-01-16 23:51:42
449,Barley,Grains,Africa,Spain,Mediterraneo S.A.,318.3,USD,750,2025-02-09 03:22:29
450,Canola,Oilseeds,Asia,Spain,BioAgro Ltd,1926.66,EUR,338,2025-08-28 17:00:43
451,Palm Oil,Oilseeds,North America,India,AgriFoods Inc,1301.26,INR,2990,2024-12-28 00:16:02
452,Sunflower Oil,Oilseeds,North America,Mexico,VeggieCorp,173.15,INR,724,2024-12-15 13:24:44
453,Mango,Fruits,North America,Ghana,AgriFoods Inc,1003.01,USD,844,2025-10-21 08:11:06
454,Canola,Oilseeds,South America,India,Mediterraneo S.A.,1525.42,INR,3477,2025-10-26 06:02:09
455,Flour,Processed,North America,Brazil,ChocoTrade Ltd,540.83,EUR,2701,2025-05-30 06:57:46
456,Cocoa Powder,Processed,Oceania,Brazil,Mediterraneo S.A.,437.63,INR,1018,2025-05-18 14:02:13
457,Banana,Fruits,North America,China,DairyWorld,290.21,INR,533,2025-02-21 09:00:24
458,Orange Juice,Beverages,Europe,Thailand,BioAgro Ltd,794.98,USD,3179,2025-02-09 21:02:52
459,Sunflower Oil,Oilseeds,Asia,Italy,BioAgro Ltd,452.28,INR,3921,2025-03-18 15:20:39
460,Tomato,Vegetables,North America,Ghana,BioAgro Ltd,1815.58,USD,4222,2025-04-03 00:11:35
461,Potato,Vegetables,South America,Thailand,Fromage Global,1265.96,USD,1614,2025-05-29 19:36:19
462,Orange Juice,Beverages,Oceania,India,AgriFoods Inc,1302.56,EUR,2338,2025-06-06 12:18:35
463,Sugar,Processed,Africa,Brazil,ThaiAgri Export,372.74,EUR,4029,2025-02-06 07:46:08
464,Tea,Beverages,Africa,Mexico,AgroGlobal,1469.09,INR,563,2025-10-18 16:42:06
465,Cocoa Powder,Processed,Europe,India,VeggieCorp,629.36,INR,482,2025-03-16 14:35:05
466,Soybean,Oilseeds,Oceania,Thailand,Mediterraneo S.A.,1030.36,USD,3776,2025-01-23 06:55:59
467,Apple,Fruits,Africa,Indonesia,ThaiAgri Export,906.27,EUR,124,2025-10-06 00:19:23
468,Mango,Fruits,South America,South Africa,BioAgro Ltd,537.53,EUR,639,2025-10-30 23:02:36
469,Sunflower Oil,Oilseeds,Africa,South Africa,BioAgro Ltd,597.77,EUR,433,2025-01-08 01:49:43
470,Soft Drink,Beverages,South America,Thailand,VeggieCorp,752.88,EUR,2966,2025-03-18 17:34:23
471,Butter,Dairy,Africa,Thailand,AgroPalm Corp,1872.98,INR,1056,2025-04-15 06:03:08
472,Orange,Fruits,North America,Ghana,Fromage Global,1931.68,INR,3684,2025-08-25 12:59:59
473,Onion,Vegetables,Asia,Spain,Fromage Global,1895.26,USD,786,2025-08-13 15:44:59
474,Palm Oil,Oilseeds,Oceania,Australia,BioAgro Ltd,1462.2,EUR,3588,2025-01-01 06:13:30
475,Orange Juice,Beverages,North America,China,AgroGlobal,1846.31,USD,3246,2025-05-27 22:18:09
476,Carrot,Vegetables,Europe,Mexico,AgroPalm Corp,1521.0,USD,4624,2025-09-12 03:47:03
477,Rice,Grains,Europe,Italy,VeggieCorp,962.92,USD,1301,2025-07-28 01:55:22
478,Grapes,Fruits,North America,Thailand,DairyWorld,307.42,USD,1733,2025-05-01 05:19:34
479,Sugar,Processed,North America,Australia,SweetHarvest,216.05,EUR,3566,2025-02-15 12:41:28
480,Cheddar Cheese,Dairy,North America,Brazil,VeggieCorp,835.54,INR,2076,2025-10-23 05:22:01
481,Tomato,Vegetables,South America,South Africa,VeggieCorp,1145.58,EUR,1223,2025-01-25 02:37:06
482,Cheddar Cheese,Dairy,Asia,Thailand,VeggieCorp,1461.57,INR,3315,2025-01-14 06:06:29
483,Tea,Beverages,Oceania,South Africa,ThaiAgri Export,584.12,INR,4733,2025-10-07 03:09:20
484,Sugar,Processed,South America,South Africa,ChocoTrade Ltd,1757.09,EUR,1030,2025-01-27 21:33:05
485,Milk Powder,Dairy,Oceania,China,FruitEx Intl,525.54,EUR,404,2025-08-15 15:10:59
486,Butter,Dairy,South America,South Africa,AgroGlobal,761.96,USD,1211,2025-08-31 08:11:24
487,Palm Oil,Oilseeds,Europe,South Africa,AgriFoods Inc,386.29,USD,4428,2025-01-09 21:46:47
488,Carrot,Vegetables,North America,USA,FruitEx Intl,1227.13,USD,255,2025-07-17 11:22:13
489,Tea,Beverages,Europe,France,Mediterraneo S.A.,290.67,EUR,2484,2025-05-20 10:17:30
490,Canola,Oilseeds,Europe,France,AgroGlobal,1564.99,EUR,2278,2025-02-20 13:48:54
491,Corn,Grains,Europe,China,ThaiAgri Export,157.78,EUR,4569,2024-12-23 17:25:33
492,Butter,Dairy,Oceania,Italy,Fromage Global,1953.81,USD,1039,2025-06-04 15:44:33
493,Sugar,Processed,Asia,USA,ChocoTrade Ltd,137.75,INR,776,2025-06-23 10:47:11
494,Broccoli,Vegetables,South America,Italy,ChocoTrade Ltd,237.91,INR,3061,2024-11-30 16:25:32
495,Mango,Fruits,Oceania,Spain,AgroGlobal,899.52,EUR,1632,2025-01-09 00:46:02
496,Sunflower Oil,Oilseeds,North America,Indonesia,BioAgro Ltd,1929.11,EUR,4947,2025-02-21 03:05:08
497,Olive Oil,Processed,Oceania,France,DairyWorld,1170.98,EUR,2272,2025-10-10 22:44:19
498,Yogurt,Dairy,Asia,USA,VeggieCorp,1053.36,INR,2253,2024-12-26 05:38:37
499,Cocoa Powder,Processed,Asia,South Africa,Fromage Global,1492.03,EUR,3909,2024-11-23 05:50:58
500,Apple,Fruits,Europe,Thailand,Fromage Global,642.18,INR,3673,2025-07-11 02:24:49
501,Sugar,Processed,Asia,Brazil,AgroPalm Corp,1305.26,EUR,2366,2025-04-17 00:45:14
502,Grapes,Fruits,Europe,France,AgriFoods Inc,203.86,INR,2805,2025-03-06 22:35:49
503,Palm Oil,Oilseeds,Africa,South Africa,BeverageWorld,135.2,INR,3357,2025-07-18 14:11:49
504,Flour,Processed,Asia,Indonesia,BeverageWorld,330.83,EUR,2928,2025-02-26 02:02:21
505,Butter,Dairy,North America,South Africa,AgriFoods Inc,1134.24,INR,3446,2025-01-24 17:15:01
506,Olive Oil,Processed,Europe,Indonesia,BeverageWorld,225.99,INR,3902,2025-02-22 20:09:50
507,Banana,Fruits,Asia,Spain,FruitEx Intl,220.31,INR,1876,2025-09-27 21:02:00
508,Potato,Vegetables,Asia,Italy,ThaiAgri Export,1339.52,EUR,179,2025-03-13 03:48:08
509,Broccoli,Vegetables,Africa,Ghana,BioAgro Ltd,1266.03,USD,3737,2025-11-06 15:40:37
510,Coffee,Beverages,Europe,Thailand,VeggieCorp,1095.67,USD,270,2025-09-20 10:30:26
511,Palm Oil,Oilseeds,Europe,South Africa,AgriFoods Inc,1486.26,USD,4615,2025-04-17 14:57:58
512,Cocoa Powder,Processed,Asia,Spain,VeggieCorp,1082.29,EUR,184,2025-08-20 07:56:26
513,Oats,Grains,North America,India,ChocoTrade Ltd,1677.8,INR,3534,2025-11-02 20:27:34
514,Potato,Vegetables,Oceania,France,Fromage Global,1925.95,USD,4480,2025-07-20 03:52:40
515,Orange,Fruits,Asia,Ghana,ChocoTrade Ltd,139.69,USD,740,2025-01-10 21:56:56
516,Rice,Grains,Asia,Mexico,Fromage Global,466.52,EUR,2429,2024-11-21 14:19:05
517,Tea,Beverages,Africa,France,AgroPalm Corp,569.48,EUR,3281,2025-05-13 22:02:34
518,Cheddar Cheese,Dairy,Europe,Brazil,BioAgro Ltd,954.38,USD,681,2025-05-05 16:43:23
519,Palm Oil,Oilseeds,North America,France,AgroGlobal,1761.91,EUR,2876,2025-03-01 01:21:13
520,Tea,Beverages,Europe,Italy,AgriFoods Inc,963.37,INR,4326,2025-10-22 19:07:29
